101:1962|948005a1-e308-4bd0-8bf8-809793b66713,('FSM', '16307379', '16309279', ('101:1962|948005a1-e308-4bd0-8bf8-809793b66713', 'uLTRA', '-', '1861', '2', '0', '0', 'NNC', 'AG-CC:AT-GA', '16307498-16307514:16308361-16308429', 'NA', '2L', '16307379', '16309307', '0'))
108:1416|2cc67635-5ca5-4b25-a09a-b39914db4a3d,('FSM', '10778950', '10786881', ('108:1416|2cc67635-5ca5-4b25-a09a-b39914db4a3d', 'uLTRA', '-', '1308', '4', '0', '0', 'NNC', 'TG-AG:GG-GA:AC-AA:GC-TT', '10778978-10779003:10779745-10780042:10780170-10780246:10780576-10786855', 'NA', 'X', '10778975', '10786955', '16'))
101:779|752cee12-f8ab-441b-8938-9f199c5832fd,('FSM', '1802111', '1802828', ('101:779|752cee12-f8ab-441b-8938-9f199c5832fd', 'uLTRA', '-', '678', '0', '0', '0', 'NO_SPLICE', 'NA', 'NA', 'NA', '3L', '1802096', '1802842', '16'))
93:2057|1ad1e22f-817a-44bd-8b2b-74e48c617c8a,('FSM', '11892124', '11895526', ('93:2057|1ad1e22f-817a-44bd-8b2b-74e48c617c8a', 'uLTRA', '-', '1964', '2', '1', '0', 'NNC', 'GT-AG:AA-TA', '11892184-11893554:11895520-13854459', 'NA', '2R', '11892121', '13854476', '0'))
108:1116|2296cf1e-3a1c-4d67-8b3e-9aa3ad5db006,('FSM', '4455163', '4456790', ('108:1116|2296cf1e-3a1c-4d67-8b3e-9aa3ad5db006', 'uLTRA', '-', '1008', '3', '3', '0', 'ISM', 'GT-AG:GT-AG:GT-AG', '4455738-4456113:4456332-4456385:4456520-4456725', 'NA', '2L', '4455164', '4456799', '16'))
107:902|c93eff11-d8f7-4144-bdb2-63af1b2d6637,('FSM', '3376924', '3377725', ('107:902|c93eff11-d8f7-4144-bdb2-63af1b2d6637', 'uLTRA', '-', '795', '0', '0', '0', 'NO_SPLICE', 'NA', 'NA', 'NA', '3L', '3376998', '3377741', '0'))
113:605|bc697a2c-d72c-41d1-9a20-26d21dc5b7ff,('FSM', '2172573', '2173141', ('113:605|bc697a2c-d72c-41d1-9a20-26d21dc5b7ff', 'uLTRA', '-', '492', '2', '1', '0', 'NNC', 'GT-AG:AA-CC', '2172705-2172805:2173137-2270507', 'NA', 'X', '2172573', '2270545', '0'))
105:636|b22e3220-5d1f-4437-a4e4-9b808a497458,('FSM', '14566672', '14567424', ('105:636|b22e3220-5d1f-4437-a4e4-9b808a497458', 'uLTRA', '-', '531', '3', '2', '0', 'NNC', 'AG-TG:GT-AG:GT-AG', '14566713-14566743:14567006-14567164:14567280-14567338', 'NA', '3R', '14566669', '14567424', '16'))
100:626|4d8f819e-121d-44cd-88c3-e22498c9cda4,('FSM', '19008280', '19009236', ('100:626|4d8f819e-121d-44cd-88c3-e22498c9cda4', 'uLTRA', '-', '526', '3', '0', '0', 'NNC', 'GT-GC:GC-CG:TT-AT', '19008434-19008457:19008656-19008994:19009183-19009250', 'NA', '2L', '19008271', '19009282', '16'))
110:628|80dcbd12-6910-47b0-9512-d3c14ec19fe7,('FSM', '24599087', '24599787', ('110:628|80dcbd12-6910-47b0-9512-d3c14ec19fe7', 'uLTRA', '-', '518', '2', '1', '0', 'NNC', 'GT-AG:TT-AG', '24599497-24599616:24599699-24599747', 'NA', '2R', '24599087', '24599787', '16'))
95:433|e4f8b18e-6136-477c-ba9c-2ad524599aea,('FSM', '21293772', '21294408', ('95:433|e4f8b18e-6136-477c-ba9c-2ad524599aea', 'uLTRA', '-', '338', '3', '2', '0', 'NNC', 'CA-AG:GT-AG:GT-AG', '21293846-21293849:21293874-21294053:21294161-21294230', 'NA', '2R', '21293759', '21294405', '0'))
100:448|90b336c0-e579-4445-b55a-32e372428de5,('FSM', '21293792', '21294407', ('100:448|90b336c0-e579-4445-b55a-32e372428de5', 'uLTRA', '-', '348', '3', '2', '0', 'NNC', 'CA-AG:GT-AG:GT-AG', '21293846-21293849:21293874-21294053:21294161-21294230', 'NA', '2R', '21293792', '21294405', '0'))
95:456|4f5bca1d-e5db-40dd-83a2-21e9d11d3fd0,('FSM', '25246274', '25247456', ('95:456|4f5bca1d-e5db-40dd-83a2-21e9d11d3fd0', 'uLTRA', '-', '361', '2', '1', '0', 'NNC', 'GT-AG:AA-AG', '25246381-25246447:25246667-25247422', 'NA', '3R', '25246265', '25247456', '16'))
106:612|2ed06200-2463-46f0-bc8c-1ddbae8eacc0,('FSM', '8728481', '8729071', ('106:612|2ed06200-2463-46f0-bc8c-1ddbae8eacc0', 'uLTRA', '-', '506', '2', '1', '0', 'NNC', 'GT-AG:AA-TT', '8728538-8728609:8729066-9134405', 'NA', '3L', '8728481', '9134432', '0'))
95:1133|9c14ee94-7faa-4e23-b351-c643cb3629ef,('FSM', '20994904', '20996124', ('95:1133|9c14ee94-7faa-4e23-b351-c643cb3629ef', 'uLTRA', '-', '1038', '3', '2', '0', 'NNC', 'GT-AG:GT-AG:AA-TT', '20994993-20995102:20995308-20995445:20996118-21603995', 'NA', '2R', '20994904', '21604043', '0'))
105:355|63fddd76-2265-40da-b2bd-b3e43e80ceff,('FSM', '29715081', '29715378', ('105:355|63fddd76-2265-40da-b2bd-b3e43e80ceff', 'uLTRA', '-', '250', '1', '0', '0', 'NNC', 'GT-TT', '29715204-29715243', 'NA', '3R', '29715066', '29715378', '16'))
106:2379|cad3e8fd-824c-4b05-b5d2-3f3c03645194,('FSM', '9574948', '9577717', ('106:2379|cad3e8fd-824c-4b05-b5d2-3f3c03645194', 'uLTRA', '-', '2273', '5', '4', '1', 'NIC', 'GT-AG:GT-AG:GT-AG:GT-AG:GT-AG', '9575569-9575635:9575812-9575876:9576707-9576767:9577148-9577207:9577366-9577647', 'NA', '3R', '9574948', '9577717', '16'))
106:694|c6e633a0-3504-48eb-aef8-56801d362af4,('FSM', '8339940', '8340979', ('106:694|c6e633a0-3504-48eb-aef8-56801d362af4', 'uLTRA', '-', '588', '2', '1', '0', 'NNC', 'GT-AG:CA-AG', '8340089-8340427:8340771-8340900', 'NA', '3R', '8339943', '8341003', '16'))
111:344|69fdc177-10c0-4682-bb57-11263fa87097,('FSM', '29715089', '29715376', ('111:344|69fdc177-10c0-4682-bb57-11263fa87097', 'uLTRA', '-', '233', '1', '0', '0', 'NNC', 'GT-TT', '29715204-29715243', 'NA', '3R', '29715070', '29715376', '16'))
98:635|4ff0efb7-90b8-4d85-9330-6b25cda2e712,('FSM', '16570188', '16571228', ('98:635|4ff0efb7-90b8-4d85-9330-6b25cda2e712', 'uLTRA', '-', '537', '3', '2', '0', 'NNC', 'GT-CG:GT-AG:GT-AG', '16570320-16570625:16570848-16570916:16571005-16571188', 'NA', '2R', '16570188', '16571231', '16'))
109:690|9b20a4c6-ec8d-4d76-9ecb-d64b83109f2e,('FSM', '10408358', '10410461', ('109:690|9b20a4c6-ec8d-4d76-9ecb-d64b83109f2e', 'uLTRA', '-', '581', '2', '1', '0', 'NNC', 'GG-AG:GT-AG', '10408397-10409710:10410051-10410240', 'NA', '2L', '10408350', '10410457', '0'))
101:646|e43eca40-5089-44cc-88b4-98f561ac4caa,('FSM', '24599088', '24599788', ('101:646|e43eca40-5089-44cc-88b4-98f561ac4caa', 'uLTRA', '-', '545', '2', '1', '0', 'NNC', 'GT-AG:TT-AG', '24599497-24599616:24599699-24599747', 'NA', '2R', '24599087', '24599788', '16'))
97:754|b5545377-8fa2-4096-9329-e0e05b9d494f,('FSM', '15144641', '15145493', ('97:754|b5545377-8fa2-4096-9329-e0e05b9d494f', 'uLTRA', '-', '657', '3', '0', '0', 'NNC', 'AA-TT:GT-TG:TC-TG', '15144783-15144798:15145120-15145208:15145301-15145412', 'NA', '2R', '15144613', '15145526', '16'))
107:562|0a65a17d-fc99-4c2b-a35b-590a4c4ed5cf,('FSM', '16286349', '16286993', ('107:562|0a65a17d-fc99-4c2b-a35b-590a4c4ed5cf', 'uLTRA', '-', '455', '1', '1', '0', 'ISM', 'GT-AG', '16286612-16286675', 'NA', 'X', '16286564', '16286989', '0'))
113:1269|95b27d2d-3a55-4cc2-a217-87f04e0a3e35,('FSM', '4966363', '4967760', ('113:1269|95b27d2d-3a55-4cc2-a217-87f04e0a3e35', 'uLTRA', '-', '1156', '3', '2', '0', 'NNC', 'GT-AG:GT-AG:AA-CA', '4966968-4967023:4967513-4967690:4967775-4967918', 'NA', '2L', '4966366', '4967919', '16'))
107:649|5b9948f5-b4c3-4f2d-8e01-dba1f3d9c4b2,('FSM', '9359108', '9359715', ('107:649|5b9948f5-b4c3-4f2d-8e01-dba1f3d9c4b2', 'uLTRA', '-', '542', '2', '1', '0', 'NNC', 'TC-AG:GT-AG', '9359135-9359245:9359416-9359475', 'NA', '3L', '9358961', '9359744', '0'))
111:723|3abc06d5-0150-4d0e-9594-695a2146d3c0,('FSM', '10408358', '10410459', ('111:723|3abc06d5-0150-4d0e-9594-695a2146d3c0', 'uLTRA', '-', '612', '2', '1', '0', 'NNC', 'GG-AG:GT-AG', '10408397-10409710:10410051-10410240', 'NA', '2L', '10408353', '10410457', '0'))
97:415|feb1be11-8610-4a93-84ef-8931a9316e72,('FSM', '21293771', '21294407', ('97:415|feb1be11-8610-4a93-84ef-8931a9316e72', 'uLTRA', '-', '318', '3', '2', '0', 'NNC', 'CA-AG:GT-AG:GT-AG', '21293846-21293849:21293874-21294053:21294161-21294230', 'NA', '2R', '21293771', '21294405', '0'))
107:1023|2d8ba5f5-857e-4664-b8d1-c9378fc17b91,('FSM', '12431360', '12432558', ('107:1023|2d8ba5f5-857e-4664-b8d1-c9378fc17b91', 'uLTRA', '-', '916', '4', '3', '0', 'NNC', 'GA-AG:GT-AG:GT-AG:GT-AG', '12431435-12431583:12431660-12431745:12432001-12432066:12432222-12432286', 'NA', '3R', '12431360', '12432557', '0'))
103:432|f8fe4461-55d9-491f-845a-caee776c2673,('FSM', '21293772', '21294404', ('103:432|f8fe4461-55d9-491f-845a-caee776c2673', 'uLTRA', '-', '329', '3', '2', '0', 'NNC', 'CA-AG:GT-AG:GT-AG', '21293846-21293849:21293874-21294053:21294161-21294230', 'NA', '2R', '21293769', '21294405', '0'))
104:555|60b5f785-80d9-4645-b714-27e4455aab48,('FSM', '25246183', '25247468', ('104:555|60b5f785-80d9-4645-b714-27e4455aab48', 'uLTRA', '-', '451', '2', '1', '0', 'NNC', 'GT-AG:AA-AG', '25246381-25246447:25246667-25247422', 'NA', '3R', '25246177', '25247471', '16'))
112:1168|88c11ac8-314f-44f7-a1f6-11c501e76eec,('FSM', '17428940', '17433624', ('112:1168|88c11ac8-314f-44f7-a1f6-11c501e76eec', 'uLTRA', '-', '1056', '5', '4', '0', 'NNC', 'GT-AG:GT-AG:GT-AG:GT-AG:GT-GA', '17429303-17429376:17429600-17429854:17430059-17430116:17430343-17433549:17433589-17433598', 'NA', '3L', '17428936', '17433622', '16'))
89:1258|1874e858-cc05-4f77-85fb-5965668ad949,('FSM', '14400770', '14402720', ('89:1258|1874e858-cc05-4f77-85fb-5965668ad949', 'uLTRA', '-', '1169', '3', '2', '0', 'NNC', 'AA-AG:GT-AG:GT-AG', '14112404-14400768:14400964-14401260:14402088-14402568', 'NA', '3L', '14112383', '14402720', '16'))
117:498|458b608d-42b8-49a3-a57a-ea9ed31b140e,('FSM', '21293771', '21294408', ('117:498|458b608d-42b8-49a3-a57a-ea9ed31b140e', 'uLTRA', '-', '381', '3', '2', '0', 'NNC', 'CA-AG:GT-AG:GT-AG', '21293846-21293849:21293874-21294053:21294161-21294230', 'NA', '2R', '21293771', '21294403', '0'))
114:572|ddcc0055-79a6-4ec1-b499-18b3b795b0c9,('FSM', '25246178', '25247467', ('114:572|ddcc0055-79a6-4ec1-b499-18b3b795b0c9', 'uLTRA', '-', '458', '2', '1', '0', 'NNC', 'GT-AG:AA-AG', '25246381-25246447:25246667-25247422', 'NA', '3R', '25246178', '25247467', '16'))
87:521|98912635-8024-462a-9e15-6b505f68eb51,('FSM', '18851303', '18851811', ('87:521|98912635-8024-462a-9e15-6b505f68eb51', 'uLTRA', '-', '434', '2', '0', '0', 'NNC', 'AA-GA:TT-GG', '18851439-18851449:18851686-18851743', 'NA', '3R', '18851294', '18851819', '16'))
104:426|7dbe0c1b-dd43-456c-96a0-0aea6b98e2c0,('FSM', '21293773', '21294405', ('104:426|7dbe0c1b-dd43-456c-96a0-0aea6b98e2c0', 'uLTRA', '-', '322', '3', '2', '0', 'NNC', 'CA-AG:GT-AG:GT-AG', '21293846-21293849:21293874-21294053:21294161-21294230', 'NA', '2R', '21293771', '21294405', '0'))
112:755|90416764-798f-4552-900e-7bf0ff08ceb9,('FSM', '13739792', '13741106', ('112:755|90416764-798f-4552-900e-7bf0ff08ceb9', 'uLTRA', '-', '643', '1', '1', '0', 'ISM', 'GT-AG', '13740112-13740677', 'NA', 'X', '13739948', '13741102', '0'))
91:634|80224022-9a13-4ec0-a2ac-f99b39eb66b7,('FSM', '7673716', '7674375', ('91:634|80224022-9a13-4ec0-a2ac-f99b39eb66b7', 'uLTRA', '-', '543', '3', '2', '0', 'NNC', 'GT-AG:GT-AG:GC-TT', '7673983-7674043:7674192-7674254:7674400-7674550', 'NA', '2R', '7673720', '7674551', '16'))
93:485|99f38f12-6324-4a76-a011-51ad716594bb,('FSM', '23385882', '23386427', ('93:485|99f38f12-6324-4a76-a011-51ad716594bb', 'uLTRA', '-', '392', '2', '1', '0', 'NNC', 'GT-AG:AC-AG', '23386045-23386116:23386317-23386321', 'NA', '2R', '23385877', '23386427', '16'))
103:752|abf0fef4-d033-4c36-886f-2bbf8df8e889,('FSM', '2216494', '2217185', ('103:752|abf0fef4-d033-4c36-886f-2bbf8df8e889', 'uLTRA', '-', '649', '2', '0', '0', 'NNC', 'TA-GT:GC-TA', '2216511-2216520:2216977-2217030', 'NA', '2L', '2216494', '2217203', '16'))
106:494|0e5fe2af-d485-4bfb-a4b8-6c7d15a77e15,('FSM', '21293771', '21294408', ('106:494|0e5fe2af-d485-4bfb-a4b8-6c7d15a77e15', 'uLTRA', '-', '388', '3', '2', '0', 'NNC', 'CA-AG:GT-AG:GT-AG', '21293846-21293849:21293874-21294053:21294161-21294230', 'NA', '2R', '21293771', '21294405', '0'))
110:1608|d594bd29-f535-42e3-a93d-92a153cc429a,('FSM', '20342619', '20344324', ('110:1608|d594bd29-f535-42e3-a93d-92a153cc429a', 'uLTRA', '-', '1498', '4', '3', '0', 'NNC', 'TT-AG:GT-AG:GT-AG:GT-AG', '20342633-20342705:20343060-20343127:20343431-20343498:20343852-20343909', 'NA', '3L', '20342619', '20344320', '0'))
104:727|45313acd-6611-4e2c-837c-6d3bb3d9009b,('FSM', '8339936', '8341004', ('104:727|45313acd-6611-4e2c-837c-6d3bb3d9009b', 'uLTRA', '-', '623', '3', '2', '0', 'NNC', 'GT-AG:GT-AG:AA-TA', '8340089-8340427:8340771-8340912:8341043-8341186', 'NA', '3R', '8339943', '8341187', '16'))
104:616|230a6aa6-8d94-4689-864b-d406cd29567c,('FSM', '9890062', '9890765', ('104:616|230a6aa6-8d94-4689-864b-d406cd29567c', 'uLTRA', '-', '512', '3', '2', '0', 'NNC', 'GT-AG:GT-AG:TA-AG', '9890322-9890385:9890483-9890541:9890653-9890685', 'NA', '2L', '9890060', '9890765', '16'))
109:698|26f9588b-fc4b-40fd-bf91-d5032b97f54d,('FSM', '10408353', '10410454', ('109:698|26f9588b-fc4b-40fd-bf91-d5032b97f54d', 'uLTRA', '-', '589', '2', '1', '0', 'NNC', 'GG-AG:GT-AG', '10408397-10409710:10410051-10410240', 'NA', '2L', '10408353', '10410455', '0'))
105:703|e39ad9cb-829a-4d2d-a268-9a20d0852d74,('FSM', '10408357', '10410468', ('105:703|e39ad9cb-829a-4d2d-a268-9a20d0852d74', 'uLTRA', '-', '598', '2', '1', '0', 'NNC', 'GG-AG:GT-AG', '10408397-10409710:10410051-10410240', 'NA', '2L', '10408357', '10410457', '0'))
108:1915|e17b42fa-cbb2-4794-8f84-d504fb5394f6,('FSM', '22016343', '22019161', ('108:1915|e17b42fa-cbb2-4794-8f84-d504fb5394f6', 'uLTRA', '-', '1807', '7', '0', '0', 'NNC', 'GT-CT:AG-AT:GG-GG:TA-TT:TG-CA:TT-CG:GT-TT', '22016390-22016568:22016768-22016790:22017618-22017740:22018322-22018379:22018496-22019023:22019116-22019179:22019227-22019391', 'NA', '3R', '22016390', '22019564', '16'))
109:836|3132d695-1a90-40c8-a28c-7e17dff67b4a,('FSM', '3197859', '3199020', ('109:836|3132d695-1a90-40c8-a28c-7e17dff67b4a', 'uLTRA', '-', '727', '2', '1', '0', 'NNC', 'GT-AG:AA-AG', '3198431-3198751:3198866-3198890', 'NA', '3L', '3197862', '3199020', '16'))
85:676|325854a8-1ced-4ffe-8d2b-0a35c44e4308,('FSM', '10408354', '10410465', ('85:676|325854a8-1ced-4ffe-8d2b-0a35c44e4308', 'uLTRA', '-', '591', '2', '1', '0', 'NNC', 'GG-AG:GT-AG', '10408397-10409710:10410051-10410240', 'NA', '2L', '10408354', '10410457', '0'))
105:774|512af315-327e-49c0-95ab-4470ae3d89cf,('FSM', '10408354', '10410468', ('105:774|512af315-327e-49c0-95ab-4470ae3d89cf', 'uLTRA', '-', '669', '2', '1', '0', 'NNC', 'GG-AG:GT-AG', '10408397-10409710:10410051-10410240', 'NA', '2L', '10408354', '10410457', '0'))
97:2252|8783b925-e526-4ac7-8d94-c78b3b7935db,('FSM', '13044765', '13047389', ('97:2252|8783b925-e526-4ac7-8d94-c78b3b7935db', 'uLTRA', '-', '2155', '2', '1', '0', 'NNC', 'TT-AC:GT-AG', '11220264-13044758:13045128-13045584', 'NA', '3R', '11220209', '13047389', '0'))
107:1208|b8e3651e-8e72-4e54-b959-c31f0bc5f54f,('FSM', '9895650', '9898571', ('107:1208|b8e3651e-8e72-4e54-b959-c31f0bc5f54f', 'uLTRA', '-', '1101', '4', '3', '0', 'NNC', 'GT-AG:GT-AG:GT-AG:TG-AG', '9896122-9896178:9896388-9896453:9896635-9897928:9898202-9898503', 'NA', '3L', '9895957', '9898573', '16'))
107:469|befd64cc-82d0-4f73-a03d-b529dd829bab,('FSM', '21293772', '21294408', ('107:469|befd64cc-82d0-4f73-a03d-b529dd829bab', 'uLTRA', '-', '362', '3', '2', '0', 'NNC', 'CA-AG:GT-AG:GT-AG', '21293846-21293849:21293874-21294053:21294161-21294230', 'NA', '2R', '21293772', '21294405', '0'))
110:716|2a550176-8848-4f7f-921a-d4b85433eebf,('FSM', '10408367', '10410468', ('110:716|2a550176-8848-4f7f-921a-d4b85433eebf', 'uLTRA', '-', '606', '2', '1', '0', 'NNC', 'GG-AG:GT-AG', '10408397-10409710:10410051-10410240', 'NA', '2L', '10408367', '10410457', '0'))
105:749|5d506d64-a92e-410e-850e-ff217d5f9209,('FSM', '8731943', '8732597', ('105:749|5d506d64-a92e-410e-850e-ff217d5f9209', 'uLTRA', '-', '644', '2', '1', '0', 'NNC', 'GT-AG:AA-GG', '8732321-8732455:8732599-9709709', 'NA', '3L', '8731943', '9709745', '0'))
88:419|9d19590a-3b25-44ad-80fe-43f163359975,('FSM', '10639760', '10640139', ('88:419|9d19590a-3b25-44ad-80fe-43f163359975', 'uLTRA', '-', '331', '2', '1', '0', 'NNC', 'GC-AG:AA-TT', '10639856-10639919:10640136-10640186', 'NA', '3L', '10639740', '10640202', '0'))
107:885|1bbe739c-1354-4951-bc56-3b83fffbe353,('FSM', '16318030', '16320233', ('107:885|1bbe739c-1354-4951-bc56-3b83fffbe353', 'uLTRA', '-', '778', '0', '0', '0', 'NO_SPLICE', 'NA', 'NA', 'NA', 'X', '16317980', '16318608', '16'))
93:1181|2753496a-7462-440d-81b5-24fd37ae95dc,('FSM', '11991854', '11993133', ('93:1181|2753496a-7462-440d-81b5-24fd37ae95dc', 'uLTRA', '-', '1088', '1', '0', '0', 'NNC', 'AT-AG', '11992869-11993074', 'NA', '3L', '11991853', '11993134', '16'))
109:1255|eb1e5af0-989b-4d1d-bd5c-9e7873b222de,('FSM', '31594619', '31596200', ('109:1255|eb1e5af0-989b-4d1d-bd5c-9e7873b222de', 'uLTRA', '-', '1146', '2', '0', '0', 'NNC', 'CT-TT:GT-AT', '31594719-31594846:31595855-31596301', 'NA', '3R', '31594719', '31596454', '16'))
108:880|e34bd54f-b8ac-405f-a01d-c284953c08c7,('FSM', '9967341', '9968494', ('108:880|e34bd54f-b8ac-405f-a01d-c284953c08c7', 'uLTRA', '-', '772', '3', '2', '0', 'NNC', 'GA-AG:GT-AG:GT-AG', '9967429-9967616:9967877-9967938:9968247-9968316', 'NA', '2L', '9967302', '9968492', '0'))
110:725|2e0f6d67-4828-4a86-b935-d670fe9bdd3e,('FSM', '8339936', '8340989', ('110:725|2e0f6d67-4828-4a86-b935-d670fe9bdd3e', 'uLTRA', '-', '615', '3', '2', '0', 'NNC', 'GT-AG:GT-AG:AA-TA', '8340089-8340427:8340771-8340912:8341043-8341186', 'NA', '3R', '8339943', '8341187', '16'))
104:1153|22df9b96-10ac-4058-9281-86bfb2bf1e68,('FSM', '17699152', '17703349', ('104:1153|22df9b96-10ac-4058-9281-86bfb2bf1e68', 'uLTRA', '-', '1049', '16', '11', '0', 'NNC', 'GT-AG:GT-CT:TG-TG:AT-AG:GT-AG:GT-AG:GT-AG:GT-AG:GT-AG:GT-AG:GT-AG:GT-AG:GT-AG:GT-AG:GT-AA:TT-AG', '17699168-17699350:17699444-17699732:17699931-17700004:17700204-17700381:17700433-17700634:17700703-17700900:17700942-17701133:17701192-17701368:17701414-17701595:17701649-17701833:17701894-17702074:17702125-17702314:17702369-17702546:17702598-17702778:17702841-17702902:17703101-17703243', 'NA', '2R', '17699149', '17703345', '0'))
80:462|5c0508f7-7f33-40b1-935e-dd0693c5cb5b,('FSM', '8041948', '8042854', ('80:462|5c0508f7-7f33-40b1-935e-dd0693c5cb5b', 'uLTRA', '-', '382', '2', '1', '0', 'NNC', 'GT-GT:GT-AG', '8042079-8042439:8042613-8042822', 'NA', '2L', '8041945', '8042854', '16'))
106:4168|225c2e9a-d6d0-4644-a87a-e75c9d618843,('FSM', '18135414', '18139592', ('106:4168|225c2e9a-d6d0-4644-a87a-e75c9d618843', 'uLTRA', '-', '4062', '4', '3', '0', 'NNC', 'TT-GT:GT-AG:GT-AG:GT-AG', '12757729-18135425:18137411-18137470:18137643-18137698:18138773-18138840', 'NA', '2R', '12757701', '18139709', '0'))
103:2706|41b7abec-207a-4668-97fd-6815e533331e,('FSM', '7651820', '7654729', ('103:2706|41b7abec-207a-4668-97fd-6815e533331e', 'uLTRA', '-', '2603', '3', '2', '0', 'NNC', 'AT-AG:GT-AG:GT-AG', '2041586-7651666:7653400-7653460:7654099-7654252', 'NA', '3L', '2041586', '7654729', '16'))
102:915|69507c8a-8ac8-431b-8123-38b05bc637ac,('FSM', '9967330', '9968494', ('102:915|69507c8a-8ac8-431b-8123-38b05bc637ac', 'uLTRA', '-', '813', '3', '2', '0', 'NNC', 'GA-AG:GT-AG:GT-AG', '9967429-9967616:9967877-9967938:9968247-9968316', 'NA', '2L', '9967330', '9968492', '0'))
112:589|2c0b50da-9d75-4d8c-abbd-c55969ea666c,('FSM', '16134709', '16135253', ('112:589|2c0b50da-9d75-4d8c-abbd-c55969ea666c', 'uLTRA', '-', '477', '1', '0', '0', 'NNC', 'TA-AG', '16135094-16135165', 'NA', '2L', '16134713', '16135253', '16'))
101:452|631a2e5f-1066-4c02-985f-7ccc3ba59ee0,('FSM', '21293805', '21294407', ('101:452|631a2e5f-1066-4c02-985f-7ccc3ba59ee0', 'uLTRA', '-', '351', '3', '2', '0', 'NNC', 'CA-AG:GT-AG:GT-AG', '21293846-21293849:21293874-21294053:21294161-21294230', 'NA', '2R', '21293795', '21294405', '0'))
108:614|36bc65cd-c347-4127-8628-85fd858ba974,('FSM', '24599091', '24599788', ('108:614|36bc65cd-c347-4127-8628-85fd858ba974', 'uLTRA', '-', '506', '2', '1', '0', 'NNC', 'GT-AG:TT-AG', '24599497-24599616:24599699-24599747', 'NA', '2R', '24599087', '24599788', '16'))
